"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","success","timeout","failed_images","failed_audio","failed_video","jspsych_start_time","load_time","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","validation-id","validation-point-id","last-estimations","validation-results","isSaccadeExperiment","typeOfSaccade","isTutorial","cueShownAtLeft","itiEnd","fixEnd","intraEnd","visualEnd","responseEnd","viewportWidth","viewportHeight","systemIsStillCalibrated","events"
"null","","null","psychophysics","77","467143","0.0-9.0-21.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","18.994823529411736","960","536","","","","","","","[{""x"":1103,""y"":615,""t"":0},{""x"":855,""y"":577,""t"":35},{""x"":837,""y"":521,""t"":90},{""x"":888,""y"":501,""t"":148},{""x"":943,""y"":566,""t"":184},{""x"":995,""y"":543,""t"":219},{""x"":1008,""y"":510,""t"":274},{""x"":1011,""y"":583,""t"":335},{""x"":915,""y"":645,""t"":387},{""x"":887,""y"":641,""t"":443},{""x"":929,""y"":558,""t"":499},{""x"":843,""y"":591,""t"":583},{""x"":925,""y"":531,""t"":631},{""x"":997,""y"":489,""t"":666},{""x"":983,""y"":463,""t"":701},{""x"":978,""y"":462,""t"":735},{""x"":999,""y"":464,""t"":772},{""x"":920,""y"":472,""t"":829},{""x"":883,""y"":539,""t"":866},{""x"":924,""y"":561,""t"":922},{""x"":802,""y"":606,""t"":976},{""x"":801,""y"":661,""t"":1033},{""x"":877,""y"":563,""t"":1090},{""x"":1003,""y"":491,""t"":1144},{""x"":913,""y"":513,""t"":1199},{""x"":923,""y"":526,""t"":1259},{""x"":862,""y"":625,""t"":1341},{""x"":852,""y"":651,""t"":1396},{""x"":889,""y"":626,""t"":1454},{""x"":934,""y"":566,""t"":1494},{""x"":990,""y"":511,""t"":1550},{""x"":1081,""y"":499,""t"":1606},{""x"":1012,""y"":474,""t"":1650},{""x"":915,""y"":474,""t"":1689},{""x"":851,""y"":500,""t"":1726},{""x"":896,""y"":550,""t"":1782},{""x"":978,""y"":536,""t"":1818},{""x"":1046,""y"":516,""t"":1876},{""x"":1002,""y"":503,""t"":1913},{""x"":994,""y"":470,""t"":1948},{""x"":956,""y"":491,""t"":2003},{""x"":938,""y"":506,""t"":2037},{""x"":927,""y"":505,""t"":2073},{""x"":791,""y"":545,""t"":2132},{""x"":750,""y"":609,""t"":2174},{""x"":822,""y"":643,""t"":2229},{""x"":891,""y"":618,""t"":2284},{""x"":920,""y"":623,""t"":2347},{""x"":945,""y"":555,""t"":2394},{""x"":915,""y"":570,""t"":2433},{""x"":948,""y"":542,""t"":2481},{""x"":920,""y"":522,""t"":2535},{""x"":941,""y"":495,""t"":2596},{""x"":993,""y"":492,""t"":2653},{""x"":875,""y"":560,""t"":2689},{""x"":798,""y"":538,""t"":2728},{""x"":543,""y"":550,""t"":2783},{""x"":425,""y"":538,""t"":2847},{""x"":481,""y"":548,""t"":2900},{""x"":516,""y"":608,""t"":2935},{""x"":558,""y"":587,""t"":2974},{""x"":573,""y"":571,""t"":3027},{""x"":577,""y"":530,""t"":3062},{""x"":586,""y"":514,""t"":3115},{""x"":524,""y"":627,""t"":3172},{""x"":427,""y"":711,""t"":3227}]","{}","","","","","true","prosaccade","false","true","925","2351","2426","2576","3226","1920","1080","true",""
"null","
        <h3>Bloque de antisacadas</h3>
        <p><span style=""font-size:48px;""><b>&#10799;</b></span> = mirar en la dirección OPUESTA<p>
        
  
  <style>
    .gif-instruction {
      border: 2px solid black;
      padding-right: 10px;
      padding-left: 10px;
      margin-bottom: 10px;
    }
    .gif-instruction > img {
      width: 70%;
      height: auto;
      display: block;
      margin-left: auto;
      margin-right: auto;
      border: 1px solid black;
    }
  </style>

  <div class=""gif-instruction"">
    <h4>Antisacada</h4>
    <img src=""antisaccade.gif"" alt=""antisaccade instructions"" /> 
    <p>Mirar hacia el lado contrario</p>
  </div>

      ","null","html-keyboard-response","78","470152","0.0-9.0-23.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","null","psychophysics","79","472924","0.0-9.0-24.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.742857142857144","960","536","","","","","","","[{""x"":1047,""y"":640,""t"":0},{""x"":1032,""y"":589,""t"":62},{""x"":971,""y"":586,""t"":116},{""x"":928,""y"":513,""t"":169},{""x"":1035,""y"":531,""t"":206},{""x"":994,""y"":568,""t"":240},{""x"":1030,""y"":592,""t"":296},{""x"":915,""y"":592,""t"":350},{""x"":792,""y"":641,""t"":408},{""x"":1012,""y"":567,""t"":463},{""x"":1123,""y"":576,""t"":518},{""x"":1192,""y"":605,""t"":576},{""x"":1224,""y"":539,""t"":628},{""x"":1117,""y"":510,""t"":678},{""x"":950,""y"":554,""t"":720},{""x"":1068,""y"":525,""t"":755},{""x"":872,""y"":488,""t"":807},{""x"":831,""y"":497,""t"":844},{""x"":868,""y"":507,""t"":899},{""x"":892,""y"":521,""t"":957},{""x"":899,""y"":597,""t"":1010},{""x"":862,""y"":628,""t"":1045},{""x"":805,""y"":575,""t"":1102},{""x"":829,""y"":535,""t"":1153},{""x"":924,""y"":515,""t"":1208},{""x"":936,""y"":474,""t"":1262},{""x"":964,""y"":526,""t"":1296},{""x"":952,""y"":520,""t"":1346},{""x"":909,""y"":612,""t"":1400},{""x"":965,""y"":567,""t"":1435},{""x"":941,""y"":486,""t"":1470},{""x"":921,""y"":528,""t"":1519},{""x"":954,""y"":527,""t"":1573},{""x"":974,""y"":490,""t"":1609},{""x"":1044,""y"":512,""t"":1664},{""x"":989,""y"":532,""t"":1719},{""x"":998,""y"":549,""t"":1777},{""x"":1080,""y"":457,""t"":1862},{""x"":979,""y"":516,""t"":1925},{""x"":926,""y"":513,""t"":1979},{""x"":973,""y"":480,""t"":2033},{""x"":1044,""y"":432,""t"":2117},{""x"":1043,""y"":455,""t"":2151},{""x"":993,""y"":504,""t"":2186},{""x"":913,""y"":497,""t"":2233},{""x"":850,""y"":498,""t"":2268},{""x"":853,""y"":462,""t"":2318},{""x"":604,""y"":522,""t"":2358},{""x"":599,""y"":541,""t"":2425},{""x"":931,""y"":579,""t"":2467},{""x"":1303,""y"":494,""t"":2501},{""x"":1456,""y"":536,""t"":2541},{""x"":1598,""y"":545,""t"":2579},{""x"":1607,""y"":611,""t"":2631},{""x"":1598,""y"":629,""t"":2685},{""x"":1443,""y"":637,""t"":2765}]","{}","","","","","true","antisaccade","false","true","925","1879","1954","2104","2754","1920","1080","false",""
"null","","null","psychophysics","80","475813","0.0-9.0-25.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.72541666666641","960","536","","","","","","","[{""x"":1408,""y"":645,""t"":0},{""x"":1412,""y"":555,""t"":34},{""x"":1516,""y"":504,""t"":74},{""x"":1412,""y"":483,""t"":108},{""x"":1499,""y"":549,""t"":143},{""x"":1474,""y"":595,""t"":205},{""x"":1501,""y"":647,""t"":270},{""x"":1524,""y"":643,""t"":324},{""x"":1470,""y"":629,""t"":359},{""x"":1242,""y"":659,""t"":394},{""x"":949,""y"":677,""t"":449},{""x"":817,""y"":671,""t"":485},{""x"":795,""y"":595,""t"":542},{""x"":848,""y"":590,""t"":597},{""x"":966,""y"":613,""t"":655},{""x"":965,""y"":509,""t"":708},{""x"":895,""y"":571,""t"":764},{""x"":758,""y"":578,""t"":820},{""x"":731,""y"":611,""t"":875},{""x"":858,""y"":611,""t"":929},{""x"":907,""y"":571,""t"":986},{""x"":1012,""y"":529,""t"":1041},{""x"":936,""y"":560,""t"":1076},{""x"":895,""y"":547,""t"":1130},{""x"":890,""y"":552,""t"":1188},{""x"":861,""y"":616,""t"":1243},{""x"":971,""y"":531,""t"":1299},{""x"":1031,""y"":493,""t"":1355},{""x"":1054,""y"":479,""t"":1410},{""x"":1119,""y"":453,""t"":1466},{""x"":1063,""y"":466,""t"":1531},{""x"":941,""y"":491,""t"":1590},{""x"":885,""y"":563,""t"":1646},{""x"":895,""y"":532,""t"":1700},{""x"":907,""y"":498,""t"":1736},{""x"":855,""y"":570,""t"":1802},{""x"":791,""y"":625,""t"":1856},{""x"":786,""y"":644,""t"":1922},{""x"":869,""y"":553,""t"":1958},{""x"":916,""y"":499,""t"":1993},{""x"":811,""y"":553,""t"":2048},{""x"":863,""y"":552,""t"":2105},{""x"":991,""y"":492,""t"":2161},{""x"":1059,""y"":487,""t"":2215},{""x"":1026,""y"":495,""t"":2271},{""x"":1014,""y"":485,""t"":2305},{""x"":847,""y"":617,""t"":2362},{""x"":1016,""y"":597,""t"":2419},{""x"":1259,""y"":605,""t"":2465},{""x"":1500,""y"":546,""t"":2521},{""x"":1582,""y"":539,""t"":2566},{""x"":1380,""y"":623,""t"":2613},{""x"":1389,""y"":590,""t"":2660},{""x"":1384,""y"":536,""t"":2703},{""x"":1480,""y"":494,""t"":2746},{""x"":1363,""y"":557,""t"":2781},{""x"":1484,""y"":553,""t"":2826}]","{}","","","","","true","antisaccade","false","true","925","1969","2044","2194","2844","1920","1080","false",""
"null","","null","psychophysics","81","478581","0.0-9.0-26.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.171408450703996","960","536","","","","","","","[{""x"":1293,""y"":633,""t"":0},{""x"":989,""y"":612,""t"":43},{""x"":828,""y"":613,""t"":88},{""x"":794,""y"":592,""t"":125},{""x"":840,""y"":523,""t"":163},{""x"":853,""y"":483,""t"":200},{""x"":834,""y"":642,""t"":262},{""x"":828,""y"":613,""t"":297},{""x"":815,""y"":602,""t"":331},{""x"":914,""y"":582,""t"":366},{""x"":990,""y"":635,""t"":421},{""x"":1023,""y"":569,""t"":455},{""x"":976,""y"":523,""t"":491},{""x"":1020,""y"":477,""t"":526},{""x"":888,""y"":498,""t"":562},{""x"":824,""y"":625,""t"":619},{""x"":829,""y"":622,""t"":673},{""x"":582,""y"":714,""t"":734},{""x"":607,""y"":729,""t"":770},{""x"":625,""y"":633,""t"":827},{""x"":809,""y"":582,""t"":886},{""x"":785,""y"":555,""t"":923},{""x"":780,""y"":594,""t"":979},{""x"":881,""y"":568,""t"":1035},{""x"":873,""y"":580,""t"":1069},{""x"":898,""y"":627,""t"":1126},{""x"":1047,""y"":565,""t"":1164},{""x"":1011,""y"":587,""t"":1202},{""x"":981,""y"":530,""t"":1254},{""x"":932,""y"":529,""t"":1297},{""x"":906,""y"":509,""t"":1345},{""x"":825,""y"":562,""t"":1388},{""x"":802,""y"":531,""t"":1443},{""x"":843,""y"":525,""t"":1480},{""x"":853,""y"":576,""t"":1516},{""x"":888,""y"":552,""t"":1569},{""x"":816,""y"":597,""t"":1625},{""x"":783,""y"":574,""t"":1680},{""x"":850,""y"":530,""t"":1734},{""x"":864,""y"":570,""t"":1789},{""x"":941,""y"":559,""t"":1844},{""x"":1006,""y"":495,""t"":1901},{""x"":1028,""y"":427,""t"":1957},{""x"":1025,""y"":418,""t"":2011},{""x"":986,""y"":475,""t"":2066},{""x"":987,""y"":513,""t"":2123},{""x"":969,""y"":534,""t"":2179},{""x"":948,""y"":480,""t"":2234},{""x"":1023,""y"":471,""t"":2290},{""x"":1047,""y"":467,""t"":2329},{""x"":1091,""y"":411,""t"":2366},{""x"":1061,""y"":456,""t"":2402},{""x"":979,""y"":549,""t"":2457},{""x"":798,""y"":536,""t"":2524},{""x"":706,""y"":504,""t"":2570},{""x"":648,""y"":446,""t"":2614},{""x"":573,""y"":490,""t"":2650},{""x"":600,""y"":574,""t"":2707},{""x"":642,""y"":504,""t"":2755}]","{}","","","","","true","antisaccade","false","false","925","1877","1952","2102","2752","1920","1080","false",""
"null","","null","psychophysics","82","481582","0.0-9.0-27.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.255064935065118","960","536","","","","","","","[{""x"":659,""y"":475,""t"":0},{""x"":664,""y"":423,""t"":44},{""x"":540,""y"":471,""t"":85},{""x"":381,""y"":676,""t"":123},{""x"":318,""y"":671,""t"":179},{""x"":357,""y"":636,""t"":215},{""x"":396,""y"":683,""t"":269},{""x"":468,""y"":684,""t"":323},{""x"":434,""y"":645,""t"":376},{""x"":560,""y"":584,""t"":432},{""x"":789,""y"":538,""t"":469},{""x"":820,""y"":523,""t"":520},{""x"":1016,""y"":385,""t"":556},{""x"":1068,""y"":473,""t"":611},{""x"":1109,""y"":496,""t"":670},{""x"":1077,""y"":478,""t"":725},{""x"":1017,""y"":456,""t"":781},{""x"":947,""y"":471,""t"":837},{""x"":950,""y"":503,""t"":893},{""x"":984,""y"":495,""t"":960},{""x"":854,""y"":514,""t"":995},{""x"":902,""y"":518,""t"":1033},{""x"":959,""y"":552,""t"":1067},{""x"":976,""y"":585,""t"":1114},{""x"":839,""y"":588,""t"":1170},{""x"":745,""y"":571,""t"":1207},{""x"":676,""y"":650,""t"":1274},{""x"":793,""y"":651,""t"":1330},{""x"":842,""y"":657,""t"":1385},{""x"":956,""y"":515,""t"":1442},{""x"":928,""y"":522,""t"":1499},{""x"":878,""y"":577,""t"":1553},{""x"":871,""y"":614,""t"":1593},{""x"":899,""y"":527,""t"":1649},{""x"":880,""y"":550,""t"":1720},{""x"":736,""y"":668,""t"":1760},{""x"":733,""y"":601,""t"":1796},{""x"":746,""y"":618,""t"":1831},{""x"":872,""y"":566,""t"":1872},{""x"":821,""y"":553,""t"":1942},{""x"":901,""y"":574,""t"":1977},{""x"":951,""y"":552,""t"":2016},{""x"":989,""y"":594,""t"":2051},{""x"":949,""y"":590,""t"":2106},{""x"":848,""y"":622,""t"":2161},{""x"":901,""y"":534,""t"":2212},{""x"":926,""y"":494,""t"":2247},{""x"":981,""y"":475,""t"":2285},{""x"":948,""y"":543,""t"":2319},{""x"":965,""y"":528,""t"":2376},{""x"":822,""y"":595,""t"":2431},{""x"":904,""y"":587,""t"":2467},{""x"":902,""y"":611,""t"":2503},{""x"":952,""y"":565,""t"":2552},{""x"":830,""y"":630,""t"":2591},{""x"":922,""y"":590,""t"":2631},{""x"":1164,""y"":600,""t"":2675},{""x"":1487,""y"":600,""t"":2732},{""x"":1516,""y"":618,""t"":2786},{""x"":1564,""y"":595,""t"":2826},{""x"":1564,""y"":614,""t"":2869},{""x"":1629,""y"":570,""t"":2910},{""x"":1659,""y"":581,""t"":2945},{""x"":1590,""y"":597,""t"":2990}]","{}","","","","","true","antisaccade","false","true","925","2114","2189","2339","2989","1920","1080","false",""
"null","","null","psychophysics","83","484697","0.0-9.0-28.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","18.686303030302973","960","536","","","","","","","[{""x"":1553,""y"":597,""t"":0},{""x"":1329,""y"":595,""t"":60},{""x"":1302,""y"":580,""t"":114},{""x"":1506,""y"":529,""t"":148},{""x"":1606,""y"":477,""t"":201},{""x"":1433,""y"":547,""t"":240},{""x"":1352,""y"":583,""t"":286},{""x"":1161,""y"":643,""t"":342},{""x"":1105,""y"":708,""t"":395},{""x"":1179,""y"":618,""t"":430},{""x"":1054,""y"":509,""t"":486},{""x"":955,""y"":508,""t"":521},{""x"":869,""y"":494,""t"":565},{""x"":839,""y"":504,""t"":620},{""x"":775,""y"":556,""t"":673},{""x"":885,""y"":564,""t"":730},{""x"":971,""y"":565,""t"":766},{""x"":862,""y"":626,""t"":819},{""x"":976,""y"":504,""t"":876},{""x"":977,""y"":514,""t"":910},{""x"":905,""y"":572,""t"":945},{""x"":809,""y"":646,""t"":1001},{""x"":766,""y"":659,""t"":1056},{""x"":779,""y"":687,""t"":1111},{""x"":829,""y"":593,""t"":1146},{""x"":921,""y"":512,""t"":1200},{""x"":994,""y"":465,""t"":1238},{""x"":948,""y"":511,""t"":1296},{""x"":874,""y"":607,""t"":1332},{""x"":914,""y"":584,""t"":1367},{""x"":962,""y"":547,""t"":1432},{""x"":809,""y"":627,""t"":1486},{""x"":777,""y"":697,""t"":1549},{""x"":841,""y"":652,""t"":1604},{""x"":923,""y"":559,""t"":1660},{""x"":988,""y"":453,""t"":1718},{""x"":1031,""y"":481,""t"":1772},{""x"":1032,""y"":506,""t"":1827},{""x"":982,""y"":549,""t"":1885},{""x"":980,""y"":480,""t"":1938},{""x"":953,""y"":460,""t"":1993},{""x"":945,""y"":484,""t"":2052},{""x"":909,""y"":519,""t"":2108},{""x"":853,""y"":568,""t"":2161},{""x"":943,""y"":495,""t"":2219},{""x"":937,""y"":474,""t"":2271},{""x"":874,""y"":489,""t"":2327},{""x"":847,""y"":521,""t"":2386},{""x"":909,""y"":512,""t"":2441},{""x"":931,""y"":558,""t"":2479},{""x"":884,""y"":634,""t"":2534},{""x"":924,""y"":600,""t"":2570},{""x"":974,""y"":528,""t"":2605},{""x"":1066,""y"":500,""t"":2661},{""x"":1188,""y"":511,""t"":2715},{""x"":1355,""y"":542,""t"":2751},{""x"":1419,""y"":510,""t"":2795},{""x"":1274,""y"":560,""t"":2844},{""x"":1386,""y"":554,""t"":2878},{""x"":1503,""y"":526,""t"":2912},{""x"":1462,""y"":552,""t"":2960},{""x"":1482,""y"":562,""t"":3014},{""x"":1542,""y"":574,""t"":3048},{""x"":1447,""y"":589,""t"":3105}]","{}","","","","","true","antisaccade","false","true","925","2217","2292","2442","3092","1920","1080","false",""
"null","","null","psychophysics","84","487681","0.0-9.0-29.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.210519480519373","960","536","","","","","","","[{""x"":1434,""y"":584,""t"":0},{""x"":1504,""y"":492,""t"":59},{""x"":1634,""y"":444,""t"":117},{""x"":1675,""y"":459,""t"":172},{""x"":1665,""y"":478,""t"":208},{""x"":1571,""y"":497,""t"":242},{""x"":1490,""y"":544,""t"":286},{""x"":1516,""y"":506,""t"":342},{""x"":1564,""y"":554,""t"":377},{""x"":1604,""y"":529,""t"":436},{""x"":1584,""y"":520,""t"":490},{""x"":1485,""y"":534,""t"":526},{""x"":1483,""y"":513,""t"":583},{""x"":1207,""y"":579,""t"":631},{""x"":873,""y"":643,""t"":684},{""x"":859,""y"":543,""t"":757},{""x"":794,""y"":623,""t"":810},{""x"":918,""y"":595,""t"":863},{""x"":977,""y"":601,""t"":922},{""x"":961,""y"":634,""t"":965},{""x"":976,""y"":563,""t"":1006},{""x"":1003,""y"":566,""t"":1042},{""x"":1056,""y"":540,""t"":1081},{""x"":1031,""y"":454,""t"":1137},{""x"":1022,""y"":465,""t"":1191},{""x"":988,""y"":493,""t"":1249},{""x"":932,""y"":423,""t"":1308},{""x"":865,""y"":492,""t"":1364},{""x"":876,""y"":475,""t"":1418},{""x"":917,""y"":465,""t"":1476},{""x"":943,""y"":449,""t"":1531},{""x"":905,""y"":440,""t"":1585},{""x"":876,""y"":508,""t"":1644},{""x"":923,""y"":556,""t"":1697},{""x"":920,""y"":578,""t"":1752},{""x"":962,""y"":523,""t"":1806},{""x"":917,""y"":503,""t"":1864},{""x"":748,""y"":602,""t"":1919},{""x"":826,""y"":539,""t"":1954},{""x"":890,""y"":537,""t"":2011},{""x"":892,""y"":517,""t"":2064},{""x"":873,""y"":490,""t"":2120},{""x"":908,""y"":441,""t"":2177},{""x"":889,""y"":460,""t"":2235},{""x"":895,""y"":547,""t"":2284},{""x"":864,""y"":653,""t"":2345},{""x"":942,""y"":639,""t"":2390},{""x"":956,""y"":517,""t"":2447},{""x"":1001,""y"":449,""t"":2509},{""x"":1013,""y"":441,""t"":2545},{""x"":912,""y"":449,""t"":2603},{""x"":893,""y"":469,""t"":2639},{""x"":890,""y"":526,""t"":2673},{""x"":934,""y"":548,""t"":2708},{""x"":1004,""y"":641,""t"":2745},{""x"":1153,""y"":580,""t"":2815},{""x"":1417,""y"":553,""t"":2871},{""x"":1501,""y"":571,""t"":2925},{""x"":1430,""y"":616,""t"":2961}]","{}","","","","","true","antisaccade","false","true","925","2093","2168","2318","2968","1920","1080","false",""
"null","","null","psychophysics","85","490677","0.0-9.0-30.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","18.344402515723328","960","536","","","","","","","[{""x"":1452,""y"":608,""t"":0},{""x"":1477,""y"":596,""t"":35},{""x"":1422,""y"":616,""t"":69},{""x"":1313,""y"":657,""t"":117},{""x"":1359,""y"":663,""t"":156},{""x"":1258,""y"":650,""t"":197},{""x"":1246,""y"":605,""t"":258},{""x"":1451,""y"":525,""t"":298},{""x"":1537,""y"":536,""t"":336},{""x"":1630,""y"":518,""t"":372},{""x"":1469,""y"":606,""t"":411},{""x"":1412,""y"":646,""t"":445},{""x"":1518,""y"":593,""t"":491},{""x"":1544,""y"":540,""t"":546},{""x"":1342,""y"":620,""t"":589},{""x"":1338,""y"":579,""t"":641},{""x"":1078,""y"":568,""t"":696},{""x"":956,""y"":538,""t"":732},{""x"":960,""y"":507,""t"":767},{""x"":882,""y"":582,""t"":816},{""x"":842,""y"":639,""t"":866},{""x"":906,""y"":637,""t"":916},{""x"":970,""y"":533,""t"":953},{""x"":1023,""y"":494,""t"":1009},{""x"":972,""y"":429,""t"":1064},{""x"":924,""y"":473,""t"":1123},{""x"":976,""y"":474,""t"":1176},{""x"":1030,""y"":481,""t"":1232},{""x"":1018,""y"":501,""t"":1290},{""x"":908,""y"":606,""t"":1344},{""x"":851,""y"":658,""t"":1398},{""x"":859,""y"":612,""t"":1434},{""x"":855,""y"":522,""t"":1485},{""x"":937,""y"":460,""t"":1539},{""x"":915,""y"":490,""t"":1592},{""x"":869,""y"":576,""t"":1628},{""x"":887,""y"":642,""t"":1685},{""x"":932,""y"":588,""t"":1734},{""x"":995,""y"":488,""t"":1787},{""x"":1022,""y"":509,""t"":1822},{""x"":994,""y"":568,""t"":1879},{""x"":1050,""y"":503,""t"":1917},{""x"":1059,""y"":456,""t"":1952},{""x"":1016,""y"":493,""t"":2012},{""x"":889,""y"":610,""t"":2065},{""x"":848,""y"":651,""t"":2122},{""x"":807,""y"":682,""t"":2177},{""x"":838,""y"":687,""t"":2233},{""x"":903,""y"":514,""t"":2288},{""x"":858,""y"":583,""t"":2342},{""x"":850,""y"":561,""t"":2378},{""x"":910,""y"":501,""t"":2423},{""x"":933,""y"":558,""t"":2459},{""x"":918,""y"":623,""t"":2515},{""x"":1032,""y"":526,""t"":2574},{""x"":1416,""y"":602,""t"":2628},{""x"":1578,""y"":565,""t"":2682},{""x"":1548,""y"":599,""t"":2741},{""x"":1539,""y"":549,""t"":2795},{""x"":1412,""y"":571,""t"":2850},{""x"":1286,""y"":637,""t"":2907}]","{}","","","","","true","antisaccade","false","true","925","2059","2134","2284","2934","1920","1080","false",""
"null","","null","psychophysics","86","493886","0.0-9.0-31.0","106","1","2022-06-03 19:52:18","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (X11; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0","","Firefox","97.0","Linux","","","","","","","","","key","null","19.234060606060577","960","536","","","","","","","[{""x"":1481,""y"":594,""t"":0},{""x"":1645,""y"":503,""t"":55},{""x"":1611,""y"":470,""t"":110},{""x"":1457,""y"":499,""t"":173},{""x"":1523,""y"":538,""t"":226},{""x"":1656,""y"":539,""t"":297},{""x"":1561,""y"":515,""t"":349},{""x"":1467,""y"":516,""t"":405},{""x"":1229,""y"":506,""t"":464},{""x"":936,""y"":509,""t"":527},{""x"":908,""y"":508,""t"":567},{""x"":909,""y"":507,""t"":603},{""x"":825,""y"":579,""t"":640},{""x"":819,""y"":553,""t"":678},{""x"":815,""y"":530,""t"":714},{""x"":785,""y"":516,""t"":755},{""x"":848,""y"":463,""t"":793},{""x"":1066,""y"":525,""t"":850},{""x"":1077,""y"":503,""t"":918},{""x"":1135,""y"":513,""t"":962},{""x"":1102,""y"":513,""t"":1016},{""x"":962,""y"":509,""t"":1072},{""x"":910,""y"":517,""t"":1128},{""x"":895,""y"":508,""t"":1163},{""x"":794,""y"":626,""t"":1212},{""x"":880,""y"":577,""t"":1266},{""x"":902,""y"":618,""t"":1324},{""x"":941,""y"":682,""t"":1380},{""x"":1046,""y"":682,""t"":1418},{""x"":1013,""y"":633,""t"":1475},{""x"":986,""y"":558,""t"":1510},{""x"":903,""y"":525,""t"":1565},{""x"":944,""y"":428,""t"":1621},{""x"":851,""y"":527,""t"":1679},{""x"":927,""y"":536,""t"":1731},{""x"":906,""y"":549,""t"":1787},{""x"":1042,""y"":479,""t"":1844},{""x"":1009,""y"":544,""t"":1898},{""x"":827,""y"":633,""t"":1953},{""x"":774,""y"":599,""t"":2009},{""x"":837,""y"":581,""t"":2045},{""x"":821,""y"":609,""t"":2080},{""x"":814,""y"":615,""t"":2133},{""x"":903,""y"":579,""t"":2190},{""x"":904,""y"":587,""t"":2245},{""x"":1156,""y"":554,""t"":2302},{""x"":1266,""y"":542,""t"":2356},{""x"":1341,""y"":582,""t"":2411},{""x"":1391,""y"":607,""t"":2468},{""x"":1262,""y"":651,""t"":2523},{""x"":1228,""y"":663,""t"":2579},{""x"":1326,""y"":658,""t"":2634},{""x"":1466,""y"":491,""t"":2690},{""x"":1589,""y"":538,""t"":2726},{""x"":1544,""y"":540,""t"":2777},{""x"":1285,""y"":574,""t"":2830},{""x"":961,""y"":566,""t"":2883},{""x"":800,""y"":637,""t"":2919},{""x"":579,""y"":725,""t"":2960},{""x"":408,""y"":768,""t"":2998},{""x"":359,""y"":770,""t"":3040},{""x"":386,""y"":702,""t"":3076},{""x"":389,""y"":622,""t"":3111},{""x"":398,""y"":467,""t"":3163}]","{}","","","","","true","antisaccade","false","false","925","2313","2388","2538","3188","1920","1080","false",""
